crse_id,"subject","catalog_nbr","course_title_long","descrlong",units_minimum,units_maximum,crse_offer_nbr,term
1526,"HCOM"," 546","Cultural Citizenship/Latino","A graduate course on the theory and practice of cultural citizenship. Explores how Latina/o and other marginalized or excluded communities claim rights to human, social, and cultural equality through cultural difference.  Open to any CSUMB graduate student. (Offered occasionally.)",4,4,1,2164
1112,"ENVS"," 441","Global Biogeochemical Cycles","Use of landscape-level measurements, computer models, remote sensing, and geographic information systems to quantify and develop sustainable solutions to environmental problems over large space and time scales. Utilize an ecosystem process model as a tool to understanding how changes in the cycling of biogeochemicals can alter ecosystem processes.

[Prereq: MATH 150 and (BIO 342 or BIO 340 or ENVS 315) and GEOL 260]",3,3,1,2164
4394,"ENVS"," 290","Case Study Writing Workshop","Course assists students in writing a case study that analyzes the science, policy, and stakeholder information needed to make a recommendation in response to a normative question about an environmental issue.

(Coreq:  ENVS 300)",1,1,1,2164
4699,"ESMAT","  90","Pre-College Mathematics","An individually paced review of pre-college mathematics concepts and skills. The course consists of a set of modules in Elementary Algebra and Intermediate Algebra designed to prepare students for college-level mathematics.  Every student enrolled in Math 90 will receive a CR/NC, plus an ESP (the early start program) score. Only offered summer session.

Early Start Program- Requires student to be enrolled in an Early Start Plan",1,2,1,2164
1984,"KIN"," 144","Basketball","Facilitates the development of fundamental skill in basketball.  While skill enhancement is the desired outcome, also covers the rules and regulations of the game, and the history and growth of basketball. Credit/ no credit. (Offered fall semester).",1,1,1,2164
678,"ED"," 624","Stage I Supervised Secondary Teaching","Includes observation, participation, planning, and practice teaching. Requires the equivalent of a half-time daily placement in program-approved secondary classrooms from the beginning of the K-12 school year through the end of the CSUMB Fall Semester. (Offered fall semester.) (May be offered as classroom-based, hybrid, or online.)",8,12,1,2164
4501,"SL"," 295","Special Topics","Studies a particular topic in Service Learning. May be repeated for credit when topics vary. (Offered only as interest warrants.)  (Credit/No Credit Available)",1,6,1,2164
2849,"SBS"," 385","Environmental History of California","Applies theories of race, ethnicity, gender, class, and qualitative methodologies to study historical relationships between the human and nonhuman worlds of California. Focuses on past and present human societies and their respective relationships to the land. Explores the ways in which history can aid in understanding present-day policy issues. Formerly known as SBSC 385.

(Prereq: Junior or Senior Standing)",3,4,1,2164
4746,"CST"," 205","Multimedia Design and Programming","Introduces design, creation, and manipulation of interactive applications and electronic media for communication purpose. Focuses on creating media, understanding media concepts, and manipulating the created media using basic programming concepts of control flow, functions, expressions and data types in the Python language. Students acquire a basic understanding for digital media formats, how to design, create such media using basic programming skills.  (Credit/ No Credit Available)",4,4,1,2164
2802,"SBS"," 310","Social Theory","Students gain first- hand knowledge of the main theorists and major schools of social theory over the last 100 years.  Offered as interest warrants.",4,4,1,2164
4838,"MIT"," 610","Information System Analysis and Design","Focuses on analysis of the acquisition, development, and evaluation of a web-based information system. Formal methodologies are introduced to improve the system planning, analysis, and architecture design. Usability test of the system and human-computer interaction issues are examined. (Offered every third semester.)

(Prereq: CST 251 or CST 351)",4,4,1,2164
